Company,Website,Status,Emails
Steel Authority of India Ltd,https://www.ipindia.gov.in/,Good Website,Not Found
Titan Company Ltd,https://www.titan-intl.com/,Good Website,Not Found
IDBI Bank Ltd,https://www.idbi.bank.in/,Good Website,webmaster@idbi.co.in
DCW Ltd,https://www.dcwater.com/about-dc-water/contact,Good Website,"Victoria.Fleming@dcwater.com, Board.Secretary@dcwater.com, custserv@dcwater.com, customer.service@dcwater.com, drinkingwater@dcwater.com, sherri.lewis@dcwater.com"
Dhampur Sugar Mills Ltd,https://choiceindia.com/stocks/dhampur-sugar-mills-ltd-shareholding-pattern,Good Website,"Prashant.salian@choiceindia.comGrievance, ig@choiceindia.comResearch, care@choiceindia.com, grievance@choiceinsurance.in, grievance@choiceinsurance.inCautionary, pm+91-88-2424-2424care@choiceindia.comDownload"
Diamines & Chemicals Ltd-$,https://dacl.co.in/,Good Website,info@dacl.co.in
Elantas Beck India Ltd-$,https://www.elantas.com/beck-india.html,Good Website,Not Found
Dr Reddys Laboratories Ltd,https://www.drreddysusa.com/,Dead Website,Not Found
EID Parry India Ltd,https://eidparry.com/,No Website,Not Found
Procter & Gamble Health Ltd,https://us.pg.com/,Good Website,Not Found
Electrosteel Castings Ltd,https://www.electrosteel.com/,Good Website,Not Found
Esab India Ltd,https://esabindia.com/in/ind_en/,Good Website,Not Found
EPL Ltd,https://www.eplglobal.com/,Good Website,info@eplglobal.com
Ester Industries Ltd,https://esterindustries.com/,Good Website,Not Found
FGP Ltd,https://fate-go.us/news/,No Website,Not Found
PH Capital Ltd,https://groww.in/stocks/ph-capital-ltd,Good Website,Not Found
Finolex Cables Ltd,https://finolex.com/,Good Website,"sales@finolex.com, sales@finolex.com "
John Cockerill India Ltd-$,https://johncockerillindia.com/,Good Website,Not Found
Uflex Ltd,https://uflexusa.com/,Dead Website,Not Found
Foseco India Ltd,https://www.fosecoindia.com/en/index.html,Poor Website,Not Found
Golden Tobacco Ltd,https://goldenharvesttobacco.com/,Good Website,info@goldenharvesttobacco.com
Ganesh Benzoplast Ltd,https://ganeshgroup.com/contact-us/,Dead Website,Not Found
Metroglobal Ltd,https://www.metrogloballimited.com/who-we-are/,Dead Website,Not Found
GTL Ltd,https://www.gtlvisitme.com/,No Website,Not Found
Godfrey Phillips India Ltd,https://www.godfreyphillips.co.in/,Good Website,Not Found
Godrej Industries Ltd,https://godrejindustries.com/,Good Website,Not Found
Kansai Nerolac Paints Ltd,https://www.nerolac.com/,Good Website,Not Found
Goodricke Group Ltd,https://www.goodricke.com/,Good Website,Not Found
Goodyear India Ltd,https://www.goodyear.co.in/,Good Website,Not Found
GTN Industries Ltd,https://www.gtnindustries.com/,Good Website,Not Found
GHCL Ltd,https://ghcl.co.in/,Dead Website,"weassist@ghcl.co.in?subject=We Assist, corpcommunication@ghcl.co.in, corpcommunication@ghcl.co.in "
GFL Ltd,https://gflenv.com/,Dead Website,Not Found
Gujarat Lease Financing Ltd,https://www.gujaratleasefinancing.co.in/,No Website,Not Found
HCL Infosystems Ltd,https://hcl.com/,Good Website,Not Found
HDFC Bank Ltd,https://www.hdfcbank.com/,Good Website,Not Found
Hero MotoCorp Ltd,https://www.heromotocorp.com/en-in.html,Good Website,xxx@yourdomain.com
HFCL Ltd,https://www.hfcl.com/,Good Website,Not Found
Himadri Speciality Chemical Ltd,https://www.himadri.com/,Good Website,"info@extradesign.com, info@himadri.com"
Hindustan Construction Company Ltd,https://www.hccindia.com/,No Website,Not Found
Hindustan Oil Exploration Company Ltd,http://www.aogo.in/hoec.html,Good Website,Not Found
Agi Greenpac Ltd,https://agigreenpac.com/,Good Website,Not Found
Hindustan Zinc Ltd,https://www.hzlindia.com/,Good Website,Not Found
NDL Ventures Ltd,https://ndlventures.in/,Good Website,investorgrievances@hindujaventures.com
HMT Ltd,https://www.hmtwatches.store/,No Website,Not Found
Prag Bosimi Synthetics Ltd,http://www.pragbosimi.com/,Good Website,Not Found
HLV Ltd,https://www.hlv.k12.ia.us/,Good Website,Not Found
IG Petrochemicals Ltd,https://www.igpetro.com/,Good Website,Not Found
India Glycols Ltd,https://www.indiaglycols.com/,Good Website,Not Found
India Lease Development Ltd,https://indialease.com/contact.html,No Website,Not Found
Margo Finance Ltd,https://groww.in/stocks/margo-finance-ltd,Good Website,Not Found
Indo Rama Synthetics (India) Ltd,https://www.indoramaventures.com/en/worldwide/1515/indo-rama-synthetics-india,Good Website,"www.indoramaindia.com, nishikantg.bhore@indorama-ind.com, nishikantg.bhore@indorama-ind.com "
Infosys Ltd,https://www.infosys.com/,Dead Website,Not Found
Ingersoll-Rand (India) Ltd,https://www.ingersollrand.com/en-in/,Good Website,Not Found
International Travel House Ltd-$,https://www.internationaltravelhouse.in/,Good Website,"travelhouse@ith.co.in, pbose@ith.co.in"
Ion Exchange India Ltd-$,https://ionexchangeglobal.com/,Good Website,ieil@ionexchange.co.in
Sundrop Brands Ltd,https://www.sundropbrands.com/,Good Website,Not Found
Jain Irrigation Systems Ltd,https://www.jains.com/,Good Website,customercare@jains.com
Jasch Industries Ltd,http://www.jaschindustries.com/,Good Website,"support@jaschindia.com, info@jaschindustries.com"
Jindal Poly Films Ltd,https://choiceindia.com/stocks/jindal-poly-films-ltd-share-price,Good Website,"Prashant.salian@choiceindia.comGrievance, ig@choiceindia.comResearch, care@choiceindia.com, grievance@choiceinsurance.in, grievance@choiceinsurance.inCautionary, pm+91-88-2424-2424care@choiceindia.comDownload"
JSW Steel Ltd,https://www.jswsteel.in/,Good Website,Not Found
Kajaria Ceramics Ltd,https://www.kajariaeternity.com/,Good Website,Not Found
Kakatiya Cement Sugar & Industries Ltd,http://www.kakatiyacements.com/,Good Website,sales@kakatiyacements.com
Kalyani Steels Ltd,https://www.kalyanisteels.com/,No Website,Not Found
Kanel Industries Ltd,https://www.kanel.in/,No Website,Not Found
Whirlpool of India Ltd,https://india.whirlpool.in/?sc=1,Good Website,Not Found
KG Denim Ltd,https://www.denimsandjeans.com/latest-denim-reports/denim-fairsexhibitions/denimsandjeans-com-bangladesh-show-countdown-begins/10354,Good Website,Not Found
Kinetic Engineering Ltd,https://kineticengineering.io/,No Website,Not Found
Kirloskar Brothers Ltd-$,https://www.kirloskarpumps.com/,Good Website,marketing@kbl.co.in
Kirloskar Industries Ltd,https://www.kirloskarindustries.com/,Good Website,Not Found
Kirloskar Ferrous Industries Ltd,https://biznewsdesk.com/business/kirloskar-ferrous-industries-reports-fy25-results/,Good Website,Not Found
Envair Electrodyne Ltd,https://www.envair.in/,No Website,Not Found
Kotak Mahindra Bank Ltd,https://www.kotak.bank.in/en/home.html,Good Website,Not Found
Krishna Filament Industries Ltd,https://www.emis.com/php/company-profile/IN/Krishna_Filament_Industries_Ltd_en_1625574.html,Good Website,Not Found
KSB Ltd,https://www.ksb.com/en-us,Good Website,Not Found
LG Balakrishnan & Bros Ltd,https://www.lgb.co.in/,Good Website,info@lgb.co.in
Trent Ltd,https://www.thetrentonline.com/category/spotlight/page/2/,No Website,Not Found
LMW Ltd,https://www.lmw.org/,Good Website,Not Found
LIC Housing Finance Ltd,https://www.lichousing.com/,Good Website,"customersupport@lichousing.comCall, customersupport@lichousing.com"
Lupin Ltd,https://www.lupin.com/,Good Website,"2323info@lupin.comAbout, info@lupin.com, 2323info@lupin.comAdvancingCare, Brazilinfo@lupin.com"
Lyka Labs Ltd,https://choiceindia.com/stocks/lyka-labs-ltd-share-price,Good Website,"Prashant.salian@choiceindia.comGrievance, ig@choiceindia.comResearch, care@choiceindia.com, grievance@choiceinsurance.in, grievance@choiceinsurance.inCautionary, pm+91-88-2424-2424care@choiceindia.comDownload"
The Ramco Cements Ltd,http://ramcocements.in/,Good Website,Not Found
Hybrid Financial Services Ltd,https://vapa.ch/tag/hybrid-banking/,Good Website,Not Found
Mafatlal Industries Ltd-$,https://www.mafatlals.com/,Good Website,Not Found
Maharashtra Seamless Ltd,https://www.dnb.com/business-directory/company-profiles.maharashtra_seamless_limited.130c887edbe61da9428de2bdea410929.html,No Website,Not Found
Maharashtra Scooters Ltd,https://www.mahascooters.com/,Dead Website,Not Found
Majestic Auto Ltd-$,https://www.majesticautonj.com/,Good Website,Not Found
Manali Petrochemicals Ltd,https://www.manalipetro.com/,Good Website,companysecretary@manalipetro.com
Baroda Rayon Corporation Ltd,http://brcl.in/,Good Website,admin@brcl.in
Max Financial Services Ltd,https://www.maxfinancialservices.com/,Good Website,Not Found
Mid India Industries Ltd,https://www.midindiaindustries.com/,Good Website,Not Found
Mirc Electronics Ltd,https://escindia.in/membership-certifica/mirc-electronics-ltdonida,No Website,Not Found
Century Enka Ltd,https://www.centuryenka.com/,Good Website,"cel.sales@adityabirla.com, celrp.admin@adityabirla.com, celpune.reception@adityabirla.com"
Modern Thread India Ltd,https://threadsindia.com/,Good Website,Not Found
Lords Chloro Alkali Ltd,https://www.ausetute.com.au/elemhist.html,Good Website,Not Found
Spicejet Ltd,https://www.spicejet.com/,Good Website,Not Found
Morepen Laboratories Ltd,https://www.morepen.com/,Dead Website,Not Found
MRF Ltd,https://www.mrftyres.com/,Good Website,Not Found
HeidelbergCement India Ltd,https://www.ipaddress.com/website/heidelbergcement.com/,Dead Website,Not Found
NCC Ltd,https://www.ncc.edu/,Good Website,Not Found
Vedanta Ltd,https://www.vedantalimited.com/eng/,Good Website,Not Found
Nahar Spinning Mills Ltd,https://owmnahar.com/spinning/about.php,Good Website,Not Found
Naperol Investments Ltd,https://www.naperolinvestments.com/,No Website,Not Found
Grasim Industries Ltd,https://www.grasim.com/,Good Website,Not Found
NIIT Ltd,https://niituniversity.in/,Good Website,Not Found
Jaykay Enterprises Ltd,https://www.jaykayenterprises.com/,Good Website,cs@jaykayenterprises.com
Nirlon Ltd,https://www.nirlon.us/,No Website,Not Found
Oil and Natural Gas Corporation Ltd,https://ongcindia.com/,Good Website,Not Found
Oil Country Tubular Ltd,https://energytubulars.com/,Good Website,Not Found
Oriental Hotels Ltd,https://www.oriental-hotels.com/en/,Good Website,Not Found
Oswal Agro Mills Ltd,https://www.stocklyzer.com/public/company/oswal-agro-mills,Good Website,contact@stocklyzer.com
Indian Sucrose Ltd,https://muksug.in/,Good Website,isl.investor@yaducorporation.com
Panyam Cements & Mineral Industries Ltd,https://www.panyamcements.in/,Dead Website,Not Found
Reliance Industries Ltd,https://www.ril.com/,Good Website,infosecurity.alerts@zmail.ril.com
Pil Italica Lifestyle Ltd,https://italica.com/,Good Website,Not Found
Raymond Ltd,https://www.raymondcorp.com/,Good Website,Not Found
Pidilite Industries Ltd,https://www.pidilite.com/,Good Website,Not Found
Pix Transmissions Ltd,https://www.pixtrans.com/,Good Website,info@pixtrans.com
Birla Corporation Ltd,https://birlacorporation.com/,Good Website,career@birlacorp.com
Surya Roshni Ltd,https://tubepipeindia.com/robust-growth-surya-roshni-registers-over/,Good Website,Not Found
Prime Securities Ltd,https://www.sec.gov/divisions/enforce/primebank/howtheywork.shtml,Dead Website,Not Found
Prism Johnson Ltd,https://www.prismjohnson.in/,Good Website,Not Found
Rain Industries Ltd,https://www.zoominfo.com/c/rain-carbon-inc/353280736,Dead Website,Not Found
Prudential Sugar Corporation Ltd,http://www.prudentialsugar.com/,Good Website,Not Found
AMJ Land Holdings Ltd,https://www.amjland.com/,Good Website,"secretarial@pudumjee.com, pudumjee@pudumjee.com, einward.ris@kfintech.com, admin@amjland.com, pune@pudumjee.com"
Punjab Communications Ltd-$,https://www.ipaddress.com/website/punjab.gov.pk/,Dead Website,Not Found
RSWM Ltd,https://rswm.in/,Good Website,Not Found
Rajshree Sugars & Chemicals Ltd,https://www.rajshreesugars.com/,Good Website,Not Found
Rallis India Ltd,https://scholarshipbuddyhub.com/rallis-india-limited-scholarship/,Good Website,vidyasaarathi@nsdl.co.in
Shree Rama Newsprint Ltd,http://ramanewsprint.com/,Good Website,marketing@ramanewsprint.com
Rama Paper Mills Ltd,https://www.ramapaper.com/index-2.html,Good Website,Not Found
Rapicut Carbides Ltd,https://www.rapicutcarbides.in/,Good Website,Not Found
Welspun Specialty Solutions Ltd,https://marksmendaily.com/daily-feed/creating-value-through-focused-cx/,Good Website,"?subject=Digital Transformation Summit 2025: A Groundbreaking Event that Celebrated Innovation and Tech Leadership&BODY=I found this article interesting and thought of sharing it with you. Check it out: https://marksmendaily.com/daily-feed/digital-transformation-summit-2025-a-groundbreaking-event-that-celebrated-innovation-and-tech-leadership/, ?subject=Driving Digital Change: The 33rd Digital Transformation Summit to Shape India’s $1 Trillion Digital Market&BODY=I found this article interesting and thought of sharing it with you. Check it out: https://marksmendaily.com/daily-feed/driving-digital-change-the-33rd-digital-transformation-summit-to-shape-indias-1-trillion-digital-market/, ?subject=Doctor 365 Bollywood Maha Arogya Shivir Witnesses Presence of Renowned Personalities&BODY=I found this article interesting and thought of sharing it with you. Check it out: https://marksmendaily.com/daily-feed/doctor-365-bollywood-maha-arogya-shivir-witnesses-presence-of-renowned-personalities/, ?subject=Real Estate Sector – Anticipating Positive Impacts from Upcoming Budget&BODY=I found this article interesting and thought of sharing it with you. Check it out: https://marksmendaily.com/daily-feed/real-estate-sector-anticipating-positive-impacts-from-upcoming-budget/, ?subject=MITSDE’s Online PGDM: Breaking Barriers With Placement Opportunities Worth Rs. 7 LPA+&BODY=I found this article interesting and thought of sharing it with you. Check it out: https://marksmendaily.com/daily-feed/mitsdes-online-pgdm-breaking-barriers-with-placement-opportunities-worth-rs-7-lpa/, hello@marksmendaily.com, ?subject=Archies Unveils Heart-warming Digital Campaign #ArchiesHaiToValentineHai&BODY=I found this article interesting and thought of sharing it with you. Check it out: https://marksmendaily.com/daily-feed/archies-unveils-heart-warming-digital-campaign-archieshaitovalentinehai/, ?subject=Why should Large and Mid Cap Funds be a Part of your Investment Portfolio&BODY=I found this article interesting and thought of sharing it with you. Check it out: https://marksmendaily.com/daily-feed/why-should-large-and-mid-cap-funds-be-a-part-of-your-investment-portfolio/, ?subject=Creating value through focused CX&BODY=I found this article interesting and thought of sharing it with you. Check it out: https://marksmendaily.com/daily-feed/creating-value-through-focused-cx/, karan.k@teammarksmen.com, ?subject=IIM Kozhikode Gains 100 Spots in Latest QS World University Rankings by Subject; Now Among Top 151-200 Institutes Globally in Business and Management Studies&BODY=I found this article interesting and thought of sharing it with you. Check it out: https://marksmendaily.com/daily-feed/iim-kozhikode-gains-100-spots-in-latest-qs-world-university-rankings-by-subject-now-among-top-151-200-institutes-globally-in-business-and-management-studies/, editor@marksmendaily.com, ?subject=Alwrite Joins Hands with Moody’s RMS Location Intelligence API&BODY=I found this article interesting and thought of sharing it with you. Check it out: https://marksmendaily.com/daily-feed/alwrite-joins-hands-with-moodys-rms-location-intelligence-api/, contact@teammarksmen.com"
Rubfila International Ltd,https://rubfila.com/,Dead Website,Not Found
Patanjali Foods Ltd,https://www.patanjalifoods.com/,No Website,Not Found
Salora International Ltd,https://salora.com/,Good Website,"silcare@salora.com, info@salora.com"
Samtel India Ltd-$,https://samtelgroup.com/,Good Website,info@samtelgroup.com
Jindal Saw Ltd,https://jindalsaw.com/,Good Website,Not Found
JK Lakshmi Cement Ltd,https://www.jklakshmicement.com/,Good Website,Not Found
Shree Cement Ltd,https://www.shreecement.com/,Good Website,Not Found
Shree Krishna Paper Mills & Industries Ltd,https://skpmil.com/,Good Website,Not Found
Silverline Technologies Ltd,https://silverlinetech.com/,Dead Website,Not Found
Reliance Infrastructure Ltd,https://www.rinfra.com/,Good Website,Not Found
Tata Power Company Ltd,https://www.tatapower.com/,Good Website,Not Found
SPML Infra Ltd,https://www.spml.co.in/,Good Website,Not Found
Sundram Fasteners Ltd,https://sundram.com/,Good Website,Not Found
Sunflag Iron & Steel Company Ltd,https://sunflagsteel.com/,Good Website,"admin@sunflagsteel.com, mktg@sunflagsteel.com"
Supreme Petrochem Ltd,https://supremepetrochem.com/,Dead Website,Not Found
Swaraj Engines Ltd,https://tractors.fandom.com/wiki/Swaraj_Mazda,Dead Website,Not Found
Tata Elxsi Ltd,https://www.tataelxsi.com/,Good Website,Not Found
ACC Ltd,https://accsports.com/teams/all-teams/,Good Website,Not Found
Thermax Ltd,https://www.thermaxglobal.com/,Dead Website,Not Found
Thirumalai Chemicals Ltd,https://thirumalaichemicals.com/,Good Website,"info@thirumalaichemicals.com, info.example@thirumalaichemicals.com"
Thomas Cook (India) Ltd,https://www.thomascook.in/,Good Website,Not Found
Timex Group India Ltd-$,https://shop.timexindia.com/,Good Website,Not Found
Tokyo Plast International Ltd,https://tokyoplast.com/,Poor Website,Not Found
Torrent Pharmaceuticals Ltd,https://www.rasayanika.com/2017/11/28/assistant-manager-post-pharma-candidates-torrent-pharmaceuticals-ltd/,Good Website,"info@rasayanika.com, info@rasayanika.comFOLLOW"
TPI India Ltd,https://tpicomposites.com/,Good Website,Not Found
Transchem Ltd-$,https://en.52wmb.com/buyer/34161783,Good Website,PAUL@3O0CiEGAZNaBRLvUzE8XQPt.gCDOFM
Ambuja Cements Ltd,https://www.ambujacement.com/,Good Website,Not Found
UTL Industries Ltd,https://www.utlindustries.com/,Good Website,Not Found
Uniphos Enterprises Ltd,https://uniphos-envirotronic.com/,Good Website,"gasdetection@uniphos-envirotronic.com, callum.aus@capital.com, thorsten.bl@capital.com, matilda.uk@capital.com"
Vardhman Holdings Ltd,https://www.vardhman.com/,Good Website,Not Found
Hindalco Industries Ltd,https://www.99corporates.com/Company-Overview/HINDALCO-INDUSTRIES-LIMITED/CIN/L27020MH1958PLC011238,Dead Website,Not Found
West Coast Paper Mills Ltd,https://westcoastpaper.com/,Good Website,sales.ho@westcoastpaper.com
Hindustan Organic Chemicals Ltd,https://hocl.cloudbusinesspages.com/company-profile,Good Website,Not Found
MPIL Corporation Ltd,https://mpilcorporation.com/,Good Website,Not Found
Pasupati Acrylon Ltd,https://pasupatiacrylon.com/,Good Website,"tkd@pasupatiacrylon.com, mktgldh@pasupatiacrylon.com, works@pasupatiacrylon.comtkd, 91-11-47627400delhi@pasupatiacrylon.comhrd, LUDHIANAmktgldh@pasupatiacrylon.com, works@pasupatiacrylon.com, delhi@pasupatiacrylon.com, hrd@pasupatiacrylon.com"
Team24 Consumer Products Ltd,https://www.team24.in/,Poor Website,Not Found
Procter & Gamble Hygiene and Health Care Ltd,https://us.pg.com/,Good Website,Not Found
Mukand Ltd,https://www.mukand.com/,Dead Website,Not Found
Black Box Ltd,https://blackboxembedded.com/pages/about-us,Good Website,Not Found
Ucal  Ltd,https://ucal.com/,Good Website,marketing@ucal.com
Harrisons Malayalam Ltd,https://harrisonsmalayalam.com/,Good Website,Not Found
Federal Bank Ltd,https://www.federal.bank.in/,Good Website,Not Found
Tata Steel Ltd,https://www.tatasteel.com/,Good Website,Not Found
SKF India Ltd,https://www.skf.com/in,Good Website,Not Found
Ashok Leyland Ltd,https://knowurlife.com/ashok-leyland-recruitment-2021/,Good Website,Not Found
Cummins India Ltd,https://www.cummins.com/en/in/company/india-companies/cummins-india-limited,Dead Website,Not Found
Tata Communications Ltd,https://www.bing.com/aclick?ld=e8FvT-YucCmGZyTCE2kqMDKzVUCUykczeALbTmvOKcjQElFqSF6DK9ujowqRqQxLw7WpEuYjjV2t_e6bcVgmRzsOusW5IEKqe4HrwBldRMk4oV8-cd0t1d9_zhWzMcRAVw28WWwWUHIbuAH2gVhYgbPuzqtpAGQ6_Ros3-xT4v6axeGlB06Q-R0ALzUHJHGzizQnoFaHdgFomOInqRDfixk3RWN84&u=aHR0cCUzYSUyZiUyZmNsaWNrc2VydmUuZGFydHNlYXJjaC5uZXQlMmZsaW5rJTJmY2xpY2slM2YlMjYlMjZkc19lX2FkaWQlM2QlMjZkc19lX21hdGNodHlwZSUzZHNlYXJjaCUyNmRzX2VfZGV2aWNlJTNkYyUyNmRzX2VfbmV0d29yayUzZG8lMjYlMjZkc191cmxfdiUzZDIlMjZkc19kZXN0X3VybCUzZGh0dHBzJTNhJTJmJTJmd3d3LnRhdGF0ZWxlYnVzaW5lc3MuY29tJTJmY2FtcGFpZ24lMmZjb25uZWN0aXZpdHklMmZzbWFydC1pbnRlcm5ldC1sZWFzZWQtbGluZSUyZiUzZnV0bV9pZCUzZDY4ODM1MDkwMyUyNnV0bV9jYW1wYWlnbiUzZElMTF9IaWdoX0ludF9Ld3lfTm92XzI0X1JTQSUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZG8lMjZ1dG1fY29udGVudCUzZDEzMjgyMTI0NjE4MTg5NDIlMmMlMjZtdG1fZ3JvdXAlM2QxMzI4MjEyNDYxODE4OTQyJTI2dXRtX3Rlcm0lM2R0YXRhJTI1MjB0ZWxlc2VydmljZXMlMmNwJTI2Z2Nsc3JjJTNkYXcuZHMlMjYlMjZtc2Nsa2lkJTNkZWU2ZmMwOGExYjQ1MWU3MTQxM2ZhOTE1Y2QxY2NmZWMlMjZ1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1fY2FtcGFpZ24lM2RJTExfSGlnaF9JbnRlbnRfS3d5X05vdl8yNCUyNnV0bV90ZXJtJTNkdGF0YSUyNTIwdGVsZXNlcnZpY2VzJTI2dXRtX2NvbnRlbnQlM2RJTExfTGVhc2VfTGluZV9rd3k&rlid=ee6fc08a1b451e71413fa915cd1ccfec,Good Website,dobig@tatatel.co.in
Abbott India Ltd,https://www.abbott.co.in/,Good Website,Not Found
Bajaj Holdings & Investment Ltd,https://www.bhil.in/,Good Website,investors@bhil.in
Bharat Forge Ltd,https://www.bharatforge.com/,Good Website,Not Found
Escorts Kubota Ltd,https://www.escortskubota.com/,Good Website,Not Found
Hindustan Motors Ltd,http://www.hindustan-motors.com/,Poor Website,Not Found
Larsen & Toubro Ltd,https://www.examlocal.in/larsen-toubro-recruitment-2025-various-genai-and-open-source-llm-developer-jobs/,Good Website,Not Found
Mahindra & Mahindra Ltd,https://www.mahindra.com/,Good Website,Not Found
Bosch Ltd,https://www.bosch.us/,Good Website,Not Found
Premier Ltd,https://www.iplt20.com/,Good Website,Not Found
Bharat Petroleum Corporation Ltd,https://www.bharatpetroleum.in/index,Dead Website,Not Found
Siemens Ltd,https://www.siemens.com/en-us/,Good Website,Not Found
Tata Motors Passenger Vehicles Ltd,https://cars.tatamotors.com/,Good Website,"cac@tatamotors.com, customercare@tatamotors.com"
Voltas Ltd,https://www.voltas.com/,Good Website,"care@voltas.com, wecare@voltasbeko.com, vcare@voltas.com"
